"Table 7. Annual number and percent distribution of ambulatory care visits, by setting type according to diagnosis group: United States, 2006–2007",
Asthma,4314
"Other chronic obstructive pulmonary disease and allied conditions",2226
"Other diseases of the respiratory system",1582
"Diseases of the digestive system",9271
"Diseases of the teeth and supporting structures",*
"Gastritis and duodenitis",*
Esophagitis,*
"Ulcer of stomach and small intestine",*
"Hernia of abdominal cavity",*
"Noninfectious enteritis and colitis","*1,046"
"Diverticula of intestine",*
Constipation,*
"Irritable bowel syndrome",*
"Anal and rectal diseases",*
"Disorder of gallbladder and biliary tract",*
"Gastrointestinal hemorrhage",*
"Other diseases of the digestive system",3802
"Diseases of the genitourinary system",2771
"Calculus of kidney and ureter",*
"Cystitis and other disorders of the bladder",–
"Urinary tract infection, site not specified",*
"Other diseases of the urinary system",1751
"Hyperplasia of prostate",*
"Other disorders of male genital organs",*
"Disorders of the breast",*
"Inflammatory disease of female pelvic organs",–
"Noninflammatory disorders of the female genital organs",*
"Disorders of menstruation and abnormal bleeding",*
"Menopausal and postmenopausal disorders",*
"Other disorders of female genital tract",*
"Complications of pregnancy, childbirth, and the puerperium",*
"Diseases of the skin and subcutaneous tissue",22348
"Cellulitis and abscess",576
"Other infection of the skin and subcutaneous tissue",*
"Contact dermatitis and other eczema",3592
"Psoriasis and similar disorders",1610
"Other inflammatory conditions of skin and subcutaneous tissue",2765
"Corns, callosities, other hypertrophic and atrophic skin conditions",884
"Actinic and seborrheic keratosis",5374
Acne,3394
"Sebaceous cyst",510
Urticaria,*
"Other disorders of the skin and subcutaneous tissue",2933
"Diseases of the musculoskeletal system and connective tissue",14811
"Rheumatoid arthritis","*1,991"
"Osteoarthrosis and allied disorders","*1,689"
"Other arthropathies and related disorders","*1,502"
"Derangements and other unspecified disorders of joints","*1,076"
"Intervertebral disc disorders",801
Lumbago,*803
"Other dorsopathies",3492
"Peripheral enthesopathies",*
"Synovitis and tenosynovitis",*
"Myalgia and myositis, unspecified",*872
"Other rheumatism,excluding back",1422
"Disorders of bone and cartilage",*
"Other diseases of the musculoskeletal system and connective tissue",*
"Congenital anomalies",818
"Certain conditions originating in the perinatal period",*
"Symptoms, signs, and ill-defined conditions",13244
"Syncope and collapse",554
Convulsions,829
"Dizziness and giddiness",373
"Pyrexia of unknown origin",*
"Symptoms involving skin and other integumentary tissue",1143
Headache,789
Epistaxis,*
"Abnormal heart sounds",645
"Dyspnea and respiratory abnormalities",1010
Cough,*
"Chest pain",1261
"Symptoms involving the urinary system",*
"Abdominal pain","*1,614"
"Other symptoms, signs and ill-defined conditions",4341
"Injury and poisoning",6916
"Fracture of radius and ulna",–
"Fracture of hand and fingers",*
"Fracture of lower limb",*
"Other fractures",*
"Sprains and strains of wrist and hand",*
"Sprains and strains of knee and leg",*
"Sprains and strains of ankle",*
"Sprains and strains of neck",*
"Other sprains and strains of back","*1,142"
"Other sprains and strains",*
"Intracranial injury, excluding those with skull fracture",*
"Open wound of head",*
"Open wound of hand and fingers",*
"Other open wound",*
"Superficial injuries of cornea",*
"Other superficial injury",*
"Contusion with intact skin surface",*
"Other injuries",*537
Poisonings,*
"Other and unspecified effects of external causes","*1,255"
"Complications of surgical and medical care, not elsewhere classified",*
"Supplementary classification of factors influencing health status and contact with health services",23901
"Potential health hazards related to communicable diseases",*707
"Potential health hazards related to personal and family history",2620
"Routine infant or child health check",*
"Normal pregnancy",*
"Postpartum care and examination",*
"Encounter for contraceptive management",*
"Other encounter related to reproduction",*
"Lens replaced by pseudophakos",–
"Artificial opening status and other postsurgical states",542
"Attention to dressings and sutures",*
"Follow-up examination",3427
"General medical examination","*2,862"
"Observation and evaluation for suspected conditions not found",1677
"Gynecological examination",*
"Other factors influencing health status and contact with health services",11469
"Blank and illegible",4011
,
,
,
,
"Diagnosis group","Hospital outpatient departments"
"All visits",95551
"Infectious and parasitic diseases",3170
"Streptococcal sore throat",348
"Human immunodeficiency virus disease (HIV)",*701
"Viral warts",154
"Unspecified viral and chlamydial infection",392
Dermatophytosis,211
Candidiasis,143
"Other infectious and parasitic diseases",1220
Neoplasms,3950
"Malignant neoplasms of colon and rectum",262
"Malignant neoplasm of skin",158
"Malignant neoplasm of breast",707
"Malignant neoplasm of prostate",*236
"Malignant neoplasm of lymphatic and hematopoietic tissue",600
"Other malignant neoplasms",1152
"Benign neoplasm of skin",116
"Other benign neoplasm",477
"Neoplasm of uncertain behavior and unspecified nature",241
"Endocrine, nutritional and metabolic diseases, and immunity disorders",6304
"Acquired hypothyroidism",390
"Other disorders of thyroid gland",243
"Diabetes mellitus",3694
"Disorders of lipoid metabolism",682
Obesity,552
"Other endocrine, nutritional and metabolic diseases, and immunity disorders",743
"Diseases of the blood and blood-forming organs",863
Anemias,608
"Other diseases of the blood and blood-forming organs",254
"Mental disorders",7553
"Schizophrenic disorders",460
"Major depressive disorder",1077
"Other psychoses",1323
"Anxiety states",572
"Neurotic depression",370
"Alcohol dependence syndrome",*290
"Drug dependence and nondependent abuse of drugs",*869
"Acute reaction to stress and adjustment reaction",559
"Depressive disorder, not elsewhere classified",800
"Attention deficit disorder",800
"Other mental disorders",434
"Diseases of the nervous system and sense organs",6121
Migraine,308
"Other disorders of the central nervous system",1180
"Carpal tunnel syndrome",155
"Other disorders of the peripheral nervous system",271
"Retinal detachment and other retinal disorders",179
Glaucoma,252
Cataract,272
"Disorders of refraction and accommodation",168
Conjunctivitis,447
"Disorder of eyelids",159
"Other disorders of the eye and adnexa",617
"Disorders of external ear",388
"Otitis media and eustachian tube disorders",1396
"Other disorders of the ear and mastoid process",330
"Diseases of the circulatory system",7281
"Angina pectoris",*
"Coronary atherosclerosis",606
"Other ischemic heart disease",126
"Cardiac dysrhythmias",679
"Congestive heart failure",309
"Other heart disease",469
"Essential hypertension",3645
"Cerebrovascular disease",213
"Diseases of the arteries, arterioles and capillaries",286
Hemorrhoids,133
"Other diseases of the circulatory system",*772
"Diseases of the respiratory system",9391
"Acute sinusitis",515
"Acute pharyngitis",1086
"Acute tonsillitis",*139
"Acute bronchitis and bronchiolitis",436
"Other acute respiratory infections",2019
"Chronic sinusitis",1302
"Allergic rhinitis",637
Pneumonia,243
"Chronic and unspecified bronchitis",789
Asthma,1250
"Other chronic obstructive pulmonary disease and allied conditions",264
"Other diseases of the respiratory system",709
"Diseases of the digestive system",3090
"Diseases of the teeth and supporting structures",280
"Gastritis and duodenitis",124
Esophagitis,*
"Ulcer of stomach and small intestine",*
"Hernia of abdominal cavity",287
"Noninfectious enteritis and colitis",409
"Diverticula of intestine",*115
Constipation,268
"Irritable bowel syndrome",72
"Anal and rectal diseases",115
"Disorder of gallbladder and biliary tract",137
"Gastrointestinal hemorrhage",*119
"Other diseases of the digestive system",1028
"Diseases of the genitourinary system",3955
"Calculus of kidney and ureter",144
"Cystitis and other disorders of the bladder",99
"Urinary tract infection, site not specified",633
"Other diseases of the urinary system",494
"Hyperplasia of prostate",117
"Other disorders of male genital organs",277
"Disorders of the breast",381
"Inflammatory disease of female pelvic organs",254
"Noninflammatory disorders of the female genital organs",379
"Disorders of menstruation and abnormal bleeding",423
"Menopausal and postmenopausal disorders",85
"Other disorders of female genital tract",670
"Complications of pregnancy, childbirth, and the puerperium",1494
"Diseases of the skin and subcutaneous tissue",3088
"Cellulitis and abscess",532
"Other infection of the skin and subcutaneous tissue",206
"Contact dermatitis and other eczema",545
"Psoriasis and similar disorders",154
"Other inflammatory conditions of skin and subcutaneous tissue",339
"Corns, callosities, other hypertrophic and atrophic skin conditions",133
"Actinic and seborrheic keratosis",*
Acne,149
"Sebaceous cyst",108
Urticaria,104
"Other disorders of the skin and subcutaneous tissue",746
"Diseases of the musculoskeletal system and connective tissue",6575
"Rheumatoid arthritis",*249
"Osteoarthrosis and allied disorders",511
"Other arthropathies and related disorders",404
"Derangements and other unspecified disorders of joints",1141
"Intervertebral disc disorders",418
Lumbago,513
"Other dorsopathies",1301
"Peripheral enthesopathies",431
"Synovitis and tenosynovitis",90
"Myalgia and myositis, unspecified",211
"Other rheumatism,excluding back",739
"Disorders of bone and cartilage",400
"Other diseases of the musculoskeletal system and connective tissue",167
"Congenital anomalies",582
"Certain conditions originating in the perinatal period",160
"Symptoms, signs, and ill-defined conditions",5995
"Syncope and collapse",*81
Convulsions,228
"Dizziness and giddiness",152
"Pyrexia of unknown origin",131
"Symptoms involving skin and other integumentary tissue",614
Headache,356
Epistaxis,45
"Abnormal heart sounds",188
"Dyspnea and respiratory abnormalities",183
Cough,389
"Chest pain",422
"Symptoms involving the urinary system",363
"Abdominal pain",743
"Other symptoms, signs and ill-defined conditions",2101
"Injury and poisoning",5176
"Fracture of radius and ulna",167
"Fracture of hand and fingers",215
"Fracture of lower limb",404
"Other fractures",281
"Sprains and strains of wrist and hand",143
"Sprains and strains of knee and leg",163
"Sprains and strains of ankle",268
"Sprains and strains of neck",*100
"Other sprains and strains of back",264
"Other sprains and strains",312
"Intracranial injury, excluding those with skull fracture",*20
"Open wound of head",138
"Open wound of hand and fingers",218
"Other open wound",455
"Superficial injuries of cornea",*37
"Other superficial injury",252
"Contusion with intact skin surface",530
"Other injuries",795
Poisonings,*
"Other and unspecified effects of external causes",210
"Complications of surgical and medical care, not elsewhere classified",164
"Supplementary classification of factors influencing health status and contact with health services",19542
"Potential health hazards related to communicable diseases",1427
"Potential health hazards related to personal and family history",1122
"Routine infant or child health check",3475
"Normal pregnancy",2831
"Postpartum care and examination",229
"Encounter for contraceptive management",484
"Other encounter related to reproduction",570
"Lens replaced by pseudophakos",*
"Artificial opening status and other postsurgical states",576
"Attention to dressings and sutures",197
"Follow-up examination",931
"General medical examination",1403
"Observation and evaluation for suspected conditions not found",729
"Gynecological examination",1161
"Other factors influencing health status and contact with health services",4384
"Blank and illegible",1262
,
,
,
"Diagnosis group","Hospital emergency departments"
"All visits",117997
"Infectious and parasitic diseases",3331
"Streptococcal sore throat",447
"Human immunodeficiency virus disease (HIV)",*
"Viral warts",*
"Unspecified viral and chlamydial infection",1345
Dermatophytosis,110
Candidiasis,138
"Other infectious and parasitic diseases",1251
Neoplasms,226
"Malignant neoplasms of colon and rectum",*
"Malignant neoplasm of skin",*
"Malignant neoplasm of breast",*
"Malignant neoplasm of prostate",*
"Malignant neoplasm of lymphatic and hematopoietic tissue",*
"Other malignant neoplasms",122
"Benign neoplasm of skin",*
"Other benign neoplasm",*
"Neoplasm of uncertain behavior and unspecified nature",*
"Endocrine, nutritional and metabolic diseases, and immunity disorders",1882
"Acquired hypothyroidism",*
"Other disorders of thyroid gland",*
"Diabetes mellitus",462
"Disorders of lipoid metabolism",*
Obesity,*
"Other endocrine, nutritional and metabolic diseases, and immunity disorders",1360
"Diseases of the blood and blood-forming organs",574
Anemias,410
"Other diseases of the blood and blood-forming organs",164
"Mental disorders",4106
"Schizophrenic disorders",220
"Major depressive disorder",143
"Other psychoses",730
"Anxiety states",663
"Neurotic depression",68
"Alcohol dependence syndrome",113
"Drug dependence and nondependent abuse of drugs",1078
"Acute reaction to stress and adjustment reaction",104
"Depressive disorder, not elsewhere classified",563
"Attention deficit disorder",*
"Other mental disorders",415
"Diseases of the nervous system and sense organs",6707
Migraine,1079
"Other disorders of the central nervous system",1433
"Carpal tunnel syndrome",*
"Other disorders of the peripheral nervous system",188
"Retinal detachment and other retinal disorders",*
Glaucoma,*
Cataract,*
"Disorders of refraction and accommodation",*
Conjunctivitis,603
"Disorder of eyelids",149
"Other disorders of the eye and adnexa",445
"Disorders of external ear",431
"Otitis media and eustachian tube disorders",1949
"Other disorders of the ear and mastoid process",371
"Diseases of the circulatory system",4213
"Angina pectoris",61
"Coronary atherosclerosis",46
"Other ischemic heart disease",539
"Cardiac dysrhythmias",667
"Congestive heart failure",670
"Other heart disease",165
"Essential hypertension",798
"Cerebrovascular disease",636
"Diseases of the arteries, arterioles and capillaries",77
Hemorrhoids,122
"Other diseases of the circulatory system",431
"Diseases of the respiratory system",12208
"Acute sinusitis",246
"Acute pharyngitis",1722
"Acute tonsillitis",283
"Acute bronchitis and bronchiolitis",856
"Other acute respiratory infections",2552
"Chronic sinusitis",565
"Allergic rhinitis",107
Pneumonia,1429
"Chronic and unspecified bronchitis",1522
Asthma,1673
"Other chronic obstructive pulmonary disease and allied conditions",194
"Other diseases of the respiratory system",1060
"Diseases of the digestive system",7293
"Diseases of the teeth and supporting structures",1640
"Gastritis and duodenitis",481
Esophagitis,54
"Ulcer of stomach and small intestine",57
"Hernia of abdominal cavity",242
"Noninfectious enteritis and colitis",1531
"Diverticula of intestine",204
Constipation,529
"Irritable bowel syndrome",*
"Anal and rectal diseases",196
"Disorder of gallbladder and biliary tract",302
"Gastrointestinal hemorrhage",442
"Other diseases of the digestive system",1594
"Diseases of the genitourinary system",5834
"Calculus of kidney and ureter",666
"Cystitis and other disorders of the bladder",214
"Urinary tract infection, site not specified",2027
"Other diseases of the urinary system",906
"Hyperplasia of prostate",*
"Other disorders of male genital organs",325
"Disorders of the breast",134
"Inflammatory disease of female pelvic organs",394
"Noninflammatory disorders of the female genital organs",514
"Disorders of menstruation and abnormal bleeding",215
"Menopausal and postmenopausal disorders",*
"Other disorders of female genital tract",420
"Complications of pregnancy, childbirth, and the puerperium",1613
"Diseases of the skin and subcutaneous tissue",4490
"Cellulitis and abscess",2679
"Other infection of the skin and subcutaneous tissue",352
"Contact dermatitis and other eczema",528
"Psoriasis and similar disorders",*
"Other inflammatory conditions of skin and subcutaneous tissue",238
"Corns, callosities, other hypertrophic and atrophic skin conditions",*
"Actinic and seborrheic keratosis",*
Acne,*
"Sebaceous cyst",*
Urticaria,282
"Other disorders of the skin and subcutaneous tissue",298
"Diseases of the musculoskeletal system and connective tissue",6831
"Rheumatoid arthritis",*
"Osteoarthrosis and allied disorders",85
"Other arthropathies and related disorders",175
"Derangements and other unspecified disorders of joints",1358
"Intervertebral disc disorders",81
Lumbago,1074
"Other dorsopathies",2002
"Peripheral enthesopathies",183
"Synovitis and tenosynovitis",93
"Myalgia and myositis, unspecified",286
"Other rheumatism,excluding back",1277
"Disorders of bone and cartilage",192
"Other diseases of the musculoskeletal system and connective tissue",*
"Congenital anomalies",70
"Certain conditions originating in the perinatal period",83
"Symptoms, signs, and ill-defined conditions",23104
"Syncope and collapse",1078
Convulsions,784
"Dizziness and giddiness",771
"Pyrexia of unknown origin",1642
"Symptoms involving skin and other integumentary tissue",867
Headache,1602
Epistaxis,388
"Abnormal heart sounds",528
"Dyspnea and respiratory abnormalities",984
Cough,359
"Chest pain",4171
"Symptoms involving the urinary system",731
"Abdominal pain",4809
"Other symptoms, signs and ill-defined conditions",4390
"Injury and poisoning",27902
"Fracture of radius and ulna",460
"Fracture of hand and fingers",866
"Fracture of lower limb",1332
"Other fractures",1107
"Sprains and strains of wrist and hand",542
"Sprains and strains of knee and leg",571
"Sprains and strains of ankle",1087
"Sprains and strains of neck",955
"Other sprains and strains of back",1219
"Other sprains and strains",1423
"Intracranial injury, excluding those with skull fracture",312
"Open wound of head",2096
"Open wound of hand and fingers",1774
"Other open wound",2089
"Superficial injuries of cornea",288
"Other superficial injury",1043
"Contusion with intact skin surface",4990
"Other injuries",3486
Poisonings,806
"Other and unspecified effects of external causes",971
"Complications of surgical and medical care, not elsewhere classified",485
"Supplementary classification of factors influencing health status and contact with health services",3452
"Potential health hazards related to communicable diseases",131
"Potential health hazards related to personal and family history",228
"Routine infant or child health check",91
"Normal pregnancy",265
"Postpartum care and examination",*
"Encounter for contraceptive management",*
"Other encounter related to reproduction",*30
"Lens replaced by pseudophakos",–
"Artificial opening status and other postsurgical states",67
"Attention to dressings and sutures",554
"Follow-up examination",183
"General medical examination",226
"Observation and evaluation for suspected conditions not found",535
"Gynecological examination",*
"Other factors influencing health status and contact with health services",1129
"Blank and illegible",4081
