Anti-infectives,100,56.1,2,9.2,0.8,10.3,1.2,7.8,1,16.7,1
Amebicides,100,56.4,4.9,*,-,*,-,11.2,2.3,17.9,2.3
Antifungals,100,65.7,3.8,*,-,17,3.5,9.7,1.7,4.5,0.7
"Azole antifungals",100,65.2,4,*,-,17.2,3.7,9.9,1.8,4.5,0.8
"Miscellaneous antifungals",100,*,-,*,-,*,-,*,-,*,-
"Antimalarial agents",100,44,4.9,5.6,1.4,34.1,4.7,8.9,1.9,7.4,1
"Antimalarial quinolines",100,40.2,8.7,*,-,42.5,10.1,*8.8,3.2,*,-
"Miscellaneous antimalarials",100,46,5.3,*,-,29.2,3.9,8.7,1.9,11.9,1.6
"Antituberculosis agents",100,*,-,*,-,*,-,*14.4,6.1,*,-
"Nicotinic acid derivatives",100,*,-,-,-,*,-,*,-,*,-
"Rifamycin derivatives",100,*,-,-,-,*,-,*,-,*,-
"Antiviral agents",100,42.8,6.3,*,-,26.8,7.4,18.8,5.6,5.6,1.1
"Protease inhibitors",100,*,-,-,-,*,-,*34.0,14.3,*,-
NRTIs,100,*,-,*,-,*,-,*34.7,12.6,*,-
NNRTIs,100,*,-,-,-,*,-,*63.7,21.2,*,-
"Adamantane antivirals",100,*,-,*,-,*,-,*,-,*,-
"Purine nucleosides",100,60.3,4.8,*,-,14.4,3.3,10.7,2.1,5.5,1.2
"Neuraminidase inhibitors",100,*,-,*,-,-,-,-,-,*27.0,9.7
"Antiviral combinations",100,*,-,-,-,*,-,*43.6,18.7,*,-
Cephalosporins,100,52.3,3,8.5,1.6,6.1,1.4,6.6,1.1,26.6,2
"First generation cephalosporins",100,50.2,3.7,9.1,1.7,*6.2,1.9,7.8,1.5,26.8,2.5
"Second generation cephalosporins",100,58.1,9,*14.9,7.3,*,-,*5.1,2,6,1.3
"Third generation cephalosporins",100,53.6,3.8,6,1.7,*,-,5.5,1.4,31.7,2.7
"Fourth generation cephalosporins",100,-,-,-,-,-,-,*,-,*,-
Leprostatics,100,*,-,-,-,*,-,*,-,-,-
"Macrolide derivatives",100,69.8,2.5,4.4,1.1,*4.3,1.5,7.4,1.2,14.1,1.3
Macrolides,100,69.8,2.6,4.4,1.1,*4.3,1.6,7.4,1.2,14.1,1.3
"Miscellaneous antibiotics",100,48.3,3.2,8.3,1.1,12,2.4,8.6,1.2,22.8,1.9
Penicillins,100,70.5,2.4,3.7,0.7,3,0.7,7.1,1.2,15.6,1.4
"Penicillinase resistant penicillins",100,*,-,-,-,*,-,*,-,*,-
Aminopenicillins,100,74.4,2.5,2.5,0.5,*,-,7.4,1.3,13.1,1.5
"Beta-lactamase inhibitors",100,69,3.5,6.9,1.9,*,-,6,1.2,14.9,1.6
"Natural penicillins",100,47.9,6.5,*,-,*,-,8.9,2.5,38.2,5
Quinolones,100,47.5,2.9,25.3,2.7,5.9,1.5,4.8,0.7,16.5,1.3
Sulfonamides,100,50.7,4,6.4,1.2,12.2,2.5,8.9,1.5,21.8,2.3
Tetracyclines,100,37.6,4.5,*,-,40.4,3.8,7.7,1.6,8.6,1
"Urinary anti-infectives",100,56.7,4.9,15.4,3.3,*,-,9.2,2.2,14.1,2.2
Aminoglycosides,100,*,-,*,-,*,-,*19.6,5.9,14.1,3.8
"Lincomycin derivatives",100,26.7,5.6,*15.2,5.7,23.7,5.3,*5.5,1.7,28.9,3.4
Antineoplastics,100,29.6,3.6,10.5,2.1,47,4.3,12.5,3.5,0.4,0.1
"Alkylating agents",100,*,-,*,-,64.3,11,*25.4,10.2,*,-
Antibiotics/antineoplastics,100,*,-,*,-,*,-,*34.4,13.4,*,-
Antimetabolites,100,25.6,6.2,*,-,58.3,7.5,*10.6,3.9,*,-
Hormones/antineoplastics,100,46.5,4.1,13.9,2.8,28.4,3.5,10.6,2.3,*,-
"Miscellaneous antineoplastics",100,*,-,*,-,75.8,5.3,*7.5,2.5,*,-
"Mitotic inhibitors",100,*,-,*,-,62.3,11.7,*21.7,8.2,-,-
"Antineoplastic monoclonal antibodies",100,*,-,*,-,44.8,9.9,*17.6,7.5,-,-
"Tyrosine kinase inhibitors",100,*,-,*,-,71.4,11.8,*,-,*,-
Biologicals,100,*,-,*,-,62,7.1,*11.2,4,*,-
"Colony stimulating factors",100,*,-,*,-,52.2,13.2,*23.7,12.6,*,-
"Recombinant human erythropoietins",100,*,-,*,-,77.6,6.9,*10.1,4.1,*,-
"Cardiovascular agents",100,46.9,2.8,13.7,1.5,27.4,2.6,9,1.5,3,0.2
"Angiotensin converting enzyme inhibitors",100,51.5,2.8,12.5,1.4,24.7,2.4,9.9,1.8,1.4,0.1
"Antiadrenergic agents, peripherally acting",100,46.2,4.3,25.5,3,21.8,3.5,5.3,1.3,1.1,0.2
"Antiadrenergic agents, centrally acting",100,40.7,4.4,*,-,26.1,3.1,12.9,2.3,12.4,1.7
"Antianginal agents",100,30.4,4.3,*,-,32.1,4.3,5.9,1.5,24.7,2.9
"Antiarrhythmic agents",100,24,3.8,23.9,5.1,27.2,4.8,*12.4,5,12.5,1.6
"Beta-adrenergic blocking agents",100,42.9,3.1,13.8,1.9,31.8,3.1,9.1,1.7,2.3,0.2
"Cardioselective beta blockers",100,45.7,3.3,13.1,1.9,29.2,2.9,9.6,1.8,2.4,0.3
"Non-cardioselective beta blockers",100,33.7,3.7,16.4,3.1,40.7,4.9,7.3,1.5,2,0.3
"Calcium channel blocking agents",100,46.9,3.3,14.3,1.7,27.4,3.1,9.4,1.8,1.9,0.2
Diuretics,100,48,3.4,10.7,1.5,27.8,2.9,10.9,2,2.5,0.3
"Loop diuretics",100,44.9,3.5,8.6,1.5,32.9,3.5,9.3,1.8,4.3,0.5
"Potassium-sparing diuretics",100,41.6,4.6,*,-,38.2,4.4,7.7,1.9,*,-
"Thiazide diuretics",100,53.5,3.9,12.1,2.3,20,2.7,13.5,2.7,0.9,0.2
"Carbonic anhydrase inhibitors",100,*,-,*,-,*,-,*,-,*,-
"Inotropic agents",100,39.7,5,10,2.5,40.6,5.2,7.1,1.8,2.5,0.5
"Miscellaneous cardiovascular agents",100,*,-,*,-,*,-,*,-,*,-
Vasodilators,100,31.6,4.1,7.3,1.8,30.9,4.2,7.1,1.5,23.1,2.5
Vasopressors,100,*,-,*34.6,14.7,*,-,*9.4,4.9,13.5,3.8
"Antihypertensive combinations",100,61.5,4.5,11,1.8,21.6,3.7,5.6,1.2,0.4,0.1
"Angiotensin II inhibitors",100,53.8,3.9,15.1,2.6,24.4,3,6.2,1.1,0.5,0.1
"Agents for pulmonary hypertension",100,62.7,6.1,14.8,3.9,*,-,9.3,2.6,*,-
"Aldosterone receptor antagonists",100,43.8,5.4,*,-,41,5.6,8.6,2.4,*,-
"Central nervous system agents",100,41.4,2,10.1,1,22.2,1.7,8.3,1.2,18.1,1.1
Analgesics,100,41,2.1,11.9,1.1,17.1,1.8,8.1,1.1,22,1.3
"Miscellaneous analgesics",100,47.1,2.7,8.1,1.6,10.6,2,8.1,1.2,26.1,2.2
"Narcotic analgesics",100,27.8,3.5,5.8,1.1,19,3,9.4,2.5,38,3
"Nonsteroidal anti-inflammatory agents",100,44.2,2.4,12.9,1.4,9.7,1.6,8,1.1,25.2,1.6
Salicylates,100,38.1,3.3,13.9,2,33,3.1,9.6,1.9,5.4,0.6
"Analgesic combinations",100,50.4,5.5,14.4,4,23.2,4.1,4.2,0.9,7.8,1.3
"Narcotic analgesic combinations",100,38.1,3,13.3,1.5,13.9,2.2,7.2,1.2,27.5,2
"Antimigraine agents",100,60.1,5.4,*,-,25,4.3,5.7,1.4,2.6,0.6
"Cox-2 inhibitors",100,51.1,4.7,20.1,3.2,23.4,4.2,4.5,1,*,-
Anticonvulsants,100,39.4,2.8,8.3,1.2,36.4,2.6,8.9,1.2,7,0.6
"Hydantoin anticonvulsants",100,50.7,5.8,*,-,23,4,6,1.4,14.2,2.3
"Barbiturate anticonvulsants",100,*,-,*,-,35.3,7.1,*10.9,3.5,*,-
"Benzodiazepine anticonvulsants",100,42.9,3.4,7,1.1,31.2,3.1,7.4,1.2,11.5,1
"Miscellaneous anticonvulsants",100,*,-,-,-,*,-,*,-,*24.2,9.5
"Dibenzazepine anticonvulsants",100,31.9,6.1,*,-,40.2,5,14,2.8,4.4,1.1
"Fatty acid derivative anticonvulsants",100,32.9,6.2,*,-,41.2,5,15,2.9,5.2,1
"Gamma-aminobutyric acid analogs",100,42.9,3.9,13.8,2.9,32.7,3.1,9.7,1.8,0.9,0.2
"Triazine anticonvulsants",100,*,-,*,-,68.2,5.5,9.7,2.4,*,-
"Pyrrolidine anticonvulsants",100,*,-,*,-,59.6,7.5,13.9,3.1,*,-
"Carbonic anhydrase inhibitor anticonvulsants",100,31.6,5.1,*,-,47.3,5.1,8.6,1.6,*,-
"Antiemetic/antivertigo agents",100,35.9,2.7,3.5,0.5,17.3,2,7.9,1.7,35.4,2
"5HT3 receptor antagonists",100,*,-,*,-,13.9,3.5,*11.7,4.6,67.4,4.5
"Phenothiazine antiemetics",100,34.5,3.9,*,-,10.6,2.9,6.9,2,46.5,3.4
"Anticholinergic antiemetics",100,45.8,3.7,5.6,1.5,16.5,2.8,7.9,1.5,24.2,1.9
"Miscellaneous antiemetics",100,42.2,4.2,4.5,0.9,24.5,2.9,7.3,1.4,21.5,1.9
"Anti-Parkinson agents",100,37.3,3.2,7.7,2,29.5,3,8.9,1.5,16.6,1.3
"Anticholinergic anti-Parkinson agents",100,39.7,3.9,*,-,20,3.6,10.8,2,25.7,2.1
"Dopaminergic anti-Parkinson agents",100,33.1,5.7,14.5,3.8,45.7,5.3,5.7,1.2,*,-
"Anxiolytics, sedatives, and hypnotics",100,45.9,2.8,7.1,0.8,30.2,2.6,7.9,1.2,8.9,0.6
Barbiturates,100,*,-,*,-,*,-,*13.3,4.6,*,-
Benzodiazepines,100,45.9,3.5,7.8,1,30.6,3.1,7.8,1.5,7.8,0.7
"Miscellaneous anxiolytics, sedatives and hypnotics",100,45.9,2.8,5.8,1.1,29.6,2.7,8,1.2,10.7,0.8
"CNS stimulants",100,54.4,5.7,*4.7,1.7,33.9,6.1,6.7,1.5,0.3,0.1
"General anesthetics",100,*,-,*,-,*,-,*67.3,21.4,*10.0,6.3
"Muscle relaxants",100,48,3.1,12.3,2.5,18.7,2.9,7.6,1.2,13.5,1.4
"Neuromuscular blocking agents",100,-,-,-,-,*,-,*,-,*45.8,14.4
"Skeletal muscle relaxants",100,48.2,3.1,12.5,2.5,18.6,2.9,7.5,1.2,13.2,1.4
"Miscellaneous central nervous system agents",100,*,-,*,-,53.7,8.7,*6.3,2.5,*,-
"Adrenal cortical steroids",100,43.3,2.9,13.7,1.8,24.5,3.4,6.9,1.1,11.5,1
Glucocorticoids,100,44,2.8,13.8,1.8,23.1,3.1,7.1,1.1,12,1
"Miscellaneous hormones",100,50.9,5.7,*,-,27.1,5,*7.6,2.3,2.2,0.5
"Sex hormones",100,66.3,2.7,12.3,1.6,13.3,1.7,7.5,1.2,0.5,0.1
Contraceptives,100,77.5,2.6,5.3,1.2,7.3,1.5,9,1.5,0.8,0.2
"Androgens and anabolic steroids",100,*,-,*,-,*,-,*4.8,2,*,-
Estrogens,100,60.2,4.4,18.4,3.2,14.1,2.1,6.9,1.5,*,-
Gonadotropins,100,*,-,-,-,*,-,*,-,*,-
Progestins,100,70.5,4,*,-,11.6,2.8,12.6,2.3,*,-
"Sex hormone combinations",100,72.1,5.3,*,-,*,-,6.4,1.9,*,-
"Miscellaneous sex hormones",100,*,-,*,-,*,-,*6.0,2.1,-,-
"5-alpha-reductase inhibitors",100,38.7,5.7,27.5,4.6,29.1,5.5,*4.5,1.4,*,-
"Thyroid drugs",100,50.8,3.3,16.5,2.2,24.7,2.8,7.4,1.2,0.6,0.1
Bisphosphonates,100,49.1,4.2,14,2.6,29.3,4,7.4,1.6,*,-
"Incretin mimetics",100,*,-,*,-,*,-,*5.2,2.2,*,-
"Miscellaneous agents",100,44.2,2.8,15.4,1.8,27.4,2.7,7.8,1.5,5.1,0.5
Antidotes,100,*,-,*,-,*,-,*7.9,3.2,36.7,7.1
"Chelating agents",100,*,-,*,-,*,-,*,-,*,-
"Local injectable anesthetics",100,22.6,4.1,26.4,5.3,23.4,5.7,*12.9,5.6,14.7,2
"Miscellaneous uncategorized agents",100,50.5,4.4,14.1,2.6,24.6,3,6.4,1.3,4.4,0.6
"Genitourinary tract agents",100,54.3,3.3,21.5,2.9,13.8,2.1,6.6,1.1,3.8,0.5
"Impotence agents",100,64.6,4.1,17,2.9,12.1,2.7,6.1,1.5,*,-
"Urinary antispasmodics",100,49.3,4.6,27.4,4.4,17.4,3.2,5.4,1.1,*,-
"Urinary pH modifiers",100,*,-,*,-,*,-,*,-,*19.6,6.3
"Miscellaneous genitourinary tract agents",100,*,-,*,-,*,-,12,3.2,24.2,4.2
Antirheumatics,100,27.6,7.3,6.3,1.7,57.6,9.2,*8.3,3.2,*,-
Antipsoriatics,100,32.3,9.4,-,-,56,10.4,*5.5,2.3,-,-
"Smoking cessation agents",100,51.9,3.5,7.4,1.6,31.8,3.2,8,1.3,0.9,0.2
"Nutritional products",100,50.6,2.6,11.2,1.5,21.1,2.1,10.8,1.7,6.3,0.7
"Iron products",100,57.2,4.2,*,-,19.3,2.8,16.2,2.7,1.7,0.4
"Minerals and electrolytes",100,40.2,3,11.7,1.7,23.3,2.8,8.2,1.6,16.5,1.7
"Oral nutritional supplements",100,*,-,*,-,*,-,*22.1,7.8,*,-
Vitamins,100,48.6,3.5,11.4,2,27.9,2.7,10,2,2.2,0.3
"Vitamin and mineral combinations",100,50.6,3.8,17.4,2.7,20.8,2.6,10.5,2.3,0.8,0.2
"Respiratory agents",100,52.8,3,7.5,0.9,21.1,3.5,7.7,1.1,10.9,0.9
Antihistamines,100,47.4,3.4,6.8,1,22.8,4.4,7.4,1.1,15.6,1.4
Antitussives,100,48.7,5.7,12.1,2.8,24.9,5.7,6.5,1.8,7.8,1.2
Bronchodilators,100,51.9,3.6,5.1,0.9,24.9,4.3,9.3,1.5,8.8,0.8
Methylxanthines,100,*,-,*,-,*,-,*,-,*,-
"Adrenergic bronchodilators",100,54.3,3.8,3.7,0.7,21.6,4.3,10,1.6,10.3,0.9
"Bronchodilator combinations",100,50.2,4.5,6.7,1.2,30.9,4.9,8.5,1.6,3.7,0.6
"Anticholinergic bronchodilators",100,38.5,4.9,*,-,30.3,6.9,7.9,1.8,15,2.1
Decongestants,100,52.9,9.8,*31.0,11.3,*,-,6.4,1.7,5.1,1.2
Expectorants,100,71.4,5.5,*,-,*,-,6.4,1.6,6.3,1.1
"Miscellaneous respiratory agents",100,27.3,4.3,12.2,2.8,*,-,*6.9,2.5,47.6,4.7
"Respiratory inhalant products",100,56.2,4.7,7.5,1.8,26.4,4.2,8.1,2,1.8,0.4
"Inhaled corticosteroids",100,55.8,4.8,7.4,1.8,27.1,4.3,8,2.1,1.7,0.3
"Antiasthmatic combinations",100,54.5,7.6,*,-,*,-,6.8,1.7,6.2,1.5
"Upper respiratory combinations",100,77.4,2.7,5.6,1.7,5.7,1.4,5.6,1.2,5.8,0.7
"Leukotriene modifiers",100,47.1,5.2,11.6,2.2,34.3,6.1,6.5,1.4,0.6,0.1
"Lung surfactants",100,*,-,-,-,*,-,*69.2,21.9,*,-
"Topical agents",100,34.6,2.4,28.4,3.3,26.5,2.9,6.8,1.1,3.6,0.3
"Anorectal preparations",100,*,-,*,-,*,-,*,-,*,-
"Antiseptics and germicides",100,*,-,*25.1,8.4,*,-,*11.7,3.7,17.3,4.1
"Dermatological agents",100,38.7,2.8,7.9,1.1,40.9,3.1,8,1.6,4.6,0.5
"Topical anti-infectives",100,*,-,*,-,48.4,8,7.3,2.1,10.7,2.5
"Topical steroids",100,37.6,3.3,10.2,1.6,37.4,3.3,9.4,2.2,5.4,0.7
"Topical anesthetics",100,*,-,*,-,*,-,*26.2,15.6,*17.1,5.2
"Miscellaneous topical agents",100,28.7,3.7,*14.5,4.6,49.2,5.7,5.9,1.4,1.6,0.3
"Topical steroids with antiinfectives",100,73.1,6.4,*,-,*,-,*9.7,3.2,*,-
"Topical acne agents",100,30.9,4.9,*,-,63.5,5.1,*3.8,1.3,*,-
"Topical antipsoriatics",100,*,-,-,-,75.8,7.6,*,-,-,-
"Topical emollients",100,35,6.9,*,-,55.7,7,4.9,1.3,*,-
"Topical antibiotics",100,48.7,5.8,*,-,30.9,5.2,6.7,1.5,10.1,1.9
"Topical antifungals",100,59.2,4.6,*,-,22.1,4.4,9.6,2,5.2,0.8
"Topical debriding agents",100,*,-,*,-,*,-,*40.7,17.1,*,-
"Mouth and throat products",100,*,-,*,-,*,-,*16.3,7.4,*,-
"Ophthalmic preparations",100,11,2,75.1,4.1,7.5,2,4.1,0.9,2.3,0.4
"Ophthalmic anti-infectives",100,48,5.5,*,-,*,-,8.6,2,16,2.2
"Ophthalmic glaucoma agents",100,7.6,2.2,83,3.4,*5.5,1.8,3.7,1,*,-
"Ophthalmic steroids",100,*,-,91.2,2.6,*,-,*2.6,0.9,*,-
"Ophthalmic steroids with anti-infectives",100,*,-,*,-,*,-,*,-,*,-
"Ophthalmic anti-inflammatory agents",100,*,-,77.3,7.6,*,-,*3.2,1.1,*,-
"Ophthalmic lubricants and irrigations",100,*,-,*,-,*,-,*,-,-,-
"Miscellaneous ophthalmic agents",100,*,-,74.1,5.2,*,-,5.1,1.2,4.8,1.1
"Ophthalmic antihistamines and decongestants",100,*,-,*32.1,9.8,*,-,*5.3,1.7,*,-
Mydriatics,100,*,-,93.2,4.4,-,-,*4.9,3.5,*,-
"Ophthalmic anesthetics",100,-,-,93.2,6.3,-,-,*,-,*4.0,3.8
"Ophthalmic diagnostic agents",100,-,-,*,-,-,-,*,-,*,-
"Otic preparations",100,60.3,5.1,*,-,*,-,7.6,1.7,18.3,2.8
"Miscellaneous otic agents",100,60.8,5.2,*,-,*,-,7.3,1.7,18.9,3
"Vaginal preparations",100,59.2,5.1,*,-,17,2.8,8,1.9,6.8,1.3
Spermicides,100,81,15.7,-,-,-,-,*,-,-,-
"Vaginal anti-infectives",100,58.8,5.2,*,-,17.4,2.9,7.7,1.9,6.9,1.4
"Nasal preparations",100,50.9,5.1,13.5,2.3,27,6.3,7.2,1.3,1.4,0.2
"Nasal steroids",100,52.5,5,12.9,2.2,25.9,5.9,7.7,1.4,1.1,0.2
"Nasal antihistamines and decongestants",100,36.7,9.3,*18.5,6.1,*38.3,12.8,*3.1,1.2,*3.5,1.1
"Alternative medicines",100,48.6,5,21.8,3.8,22.1,3.2,7,1.6,0.4,0.1
"Nutraceutical products",100,47.2,4.7,23.3,4.2,22,3.6,7.2,1.8,*,-
"Herbal products",100,52.4,9.2,18.3,4.9,21.7,5.1,6.9,1.8,*,-
"Psychotherapeutic agents",100,42.5,2.5,7.4,1,38.6,2.7,9.7,1.4,1.8,0.2
Antidepressants,100,46.3,2.7,8.3,1.1,35.7,2.6,8.9,1.3,0.7,0.1
"Miscellaneous antidepressants",100,51.8,3.6,7.8,1.7,31.9,3.3,7.9,1.3,0.6,0.2
"SSRI antidepressants",100,49.3,2.6,7.5,1,32.9,2.3,9.5,1.4,0.8,0.1
"Tricyclic antidepressants",100,38.7,4.2,11.1,2.2,40,4.4,9.2,1.7,*0.9,0.3
"Phenylpiperazine antidepressants",100,44.4,4.9,8,2.1,36.2,5.2,10.4,2.1,0.9,0.2
"Tetracyclic antidepressants",100,*,-,*,-,54.8,7.5,11,2.6,*,-
"SSNRI antidepressants",100,40.5,3.8,10.3,1.8,42.2,3.9,6.5,1.2,0.5,0.1
Antipsychotics,100,24.1,2.7,3.3,1,52.1,3.7,13.6,2.4,6.9,0.7
"Miscellaneous antipsychotic agents",100,*,-,*,-,46.5,6.2,11.3,2.6,10.1,1.9
"Phenothiazine antipsychotics",100,*,-,*,-,29,5.3,*15.4,6.2,31.8,4.3
"Atypical antipsychotics",100,24.2,3.1,*,-,56.1,4,13.9,2.5,2.6,0.4
"Immunologic agents",100,81,2.8,0.7,0.2,*8.2,2.7,7.5,1.2,2.7,0.3
"Bacterial vaccines",100,91.2,1.5,*,-,*,-,7.3,1.4,*,-
"Immune globulins",100,*,-,-,-,*,-,*11.2,4.6,*9.8,3.7
Toxoids,100,78.9,2.1,*,-,*,-,6.8,1.1,13.6,1.3
"Viral vaccines",100,90.7,1.4,*,-,*1.3,0.6,7.6,1.2,0.3,0.1
"Miscellaneous biologicals",100,*28.2,14.1,*,-,65.4,16.4,*3.3,1.7,*,-
"Immunosuppressive agents",100,*,-,*,-,55.4,8.8,20.9,5.2,*,-
Interferons,100,*,-,*,-,78.7,7.4,*,-,-,-
"Immunosuppressive monoclonal antibodies",100,*,-,*,-,*,-,*8.3,4.4,*,-
"Radiologic agents",100,*,-,*,-,*,-,*7.8,2.9,35.4,7.7
"Radiocontrast agents",100,*,-,*,-,*,-,*12.5,5.8,58.6,10.8
"Non-ionic iodinated contrast media",100,-,-,-,-,*,-,*,-,*,-
"Ionic iodinated contrast media",100,-,-,-,-,-,-,*,-,*,-
"Radiologic adjuncts",100,*,-,*,-,*,-,*,-,*,-
"Cardiac stressing agents",100,*,-,*,-,*,-,*,-,*,-
"Metabolic agents",100,54.9,2.6,13.6,1.6,22.2,2.2,8.2,1.2,1.1,0.1
"Antihyperlipidemic agents",100,54.2,2.8,13.4,1.6,24.6,2.3,7.3,1.2,0.4,0.1
"HMG-CoA reductase inhibitors",100,53.1,2.7,13.3,1.6,24.9,2.4,8.1,1.4,0.5,0.1
"Miscellaneous antihyperlipidemic agents",100,55.6,5.7,16.2,4,21.5,4.3,6.3,1.6,*,-
"Fibric acid derivatives",100,52.8,4.3,16,2.8,25.6,3.6,5.4,1.1,*,-
"Bile acid sequestrants",100,*,-,*,-,*,-,*11.4,5.1,-,-
"Cholesterol absorption inhibitors",100,52.9,4.5,11.5,2.6,28.5,3.8,6.9,1.5,*,-
"Antihyperlipidemic combinations",100,62.7,4.7,12.8,2.7,20.1,3.4,4.3,0.9,*,-
"Antidiabetic agents",100,56.4,2.9,14.2,1.9,17.8,2.2,9.6,1.4,2,0.2
Sulfonylureas,100,53.3,4,15,2.4,22,3.2,8.8,1.4,0.9,0.2
Non-sulfonylureas,100,60.2,3.1,13.8,2.2,15.4,1.9,9.6,1.6,1,0.2
Insulin,100,49.1,3.5,12.2,2.8,19.4,3.2,13,2.2,6.2,0.7
Thiazolidinediones,100,58.2,3.9,19.1,3.1,14.5,2.6,7.7,1.3,0.5,0.1
Meglitinides,100,*,-,*,-,*,-,*8.4,3.5,*,-
"Antidiabetic combinations",100,67.6,5.9,*,-,16,4.5,5.6,1.5,*,-
"Dipeptidyl peptidase 4 inhibitors",100,*,-,*,-,*,-,*,-,-,-
"Antigout agents",100,50,4.8,10.8,2.7,31.4,4.4,5.9,1.5,1.8,0.5
"Antihyperuricemic agents",100,47.8,4.9,12,2.9,34,4.3,5.4,1.5,*,-
"Glucose elevating agents",100,*,-,-,-,*,-,*,-,*,-
"Medical gases",100,*,-,*,-,*,-,*8.7,4.7,41.8,10.3
"Pharmaceutical aids",100,*,-,*,-,86,4.4,*0.9,0.4,*,-
